7AM to 1PM,FELONY,362466	
12AM to 7AM,VIOLATION,72225	
8PM to 12AM,FELONY,315861	
1PM to 8PM,FELONY,489854	
7AM to 1PM,MISDEMEANOR,609404	
7AM to 1PM,VIOLATION,165104	
12AM to 7AM,FELONY,325510	
8PM to 12AM,MISDEMEANOR,652785	
12AM to 7AM,MISDEMEANOR,530143	
1PM to 8PM,MISDEMEANOR,989051	
1PM to 8PM,VIOLATION,224430	
8PM to 12AM,VIOLATION,130344	
